t_day,t_month,t_year,Genre,views,likes,dislikes,comment_count
7,7,7,Comedy,5684795,374882,4467,14889
11,11,11,Entertainment,2915910,234888,4539,31397
1,1,1,People & Blogs,176006,12056,79,1203
4,4,4,People & Blogs,298003,15863,1012,1446
14,14,14,Education,519220,13600,329,1350
4,4,4,Entertainment,4022934,68202,1507,5499
3,3,3,Comedy,5270624,75955,2737,13116
1,1,1,Entertainment,2957935,51854,796,4954
5,5,5,Music,3202879,110088,1728,3623
6,6,6,Music,1360509,54560,519,1579
7,7,7,Entertainment,145442,653,218,179
1,1,1,Comedy,595820,18605,212,914
2,2,2,Comedy,372228,10666,190,530
2,2,2,Comedy,361646,6514,162,251
5,5,5,Gaming,1045841,13445,3035,3851
1,1,1,Entertainment,615686,11334,651,1366
23,23,23,Entertainment,2003345,19895,2831,3481
6,6,6,Music,3577614,12318,1345,1414
15,15,15,Music,1467165,141277,1573,10516
3,3,3,Entertainment,59070,365,187,114
1,1,1,Film & Animation,26033,177,11,10
3,3,3,Howto & Style,129071,12681,83,789
11,11,11,Music,1633109,70409,1295,4145
12,12,12,Music,483082,12660,326,726
2,2,2,Science & Technology,5454,60,0,4
4,4,4,Entertainment,1790918,90425,768,9000
5,5,5,Entertainment,2203618,122815,960,13570
5,5,5,Howto & Style,168910,10519,321,6111
1,1,1,News & Politics,34953,297,48,169
7,7,7,News & Politics,1257486,7301,940,3468
11,11,11,Sports,128412,3241,48,154
7,7,7,Entertainment,392119,8472,154,324
8,8,8,News & Politics,32462,449,483,940
8,8,8,Education,507170,10747,369,1496
3,3,3,Science & Technology,1114313,21968,782,3212
2,2,2,Science & Technology,163781,9709,165,1034
4,4,4,Howto & Style,41265,881,25,81
5,5,5,People & Blogs,2236472,58137,1070,2644
6,6,6,Education,370450,11906,258,534
6,6,6,Sports,67802,3852,90,412
7,7,7,Howto & Style,155176,7675,74,2081
6,6,6,Science & Technology,179948,7725,105,1007
5,5,5,Entertainment,1058992,22551,284,1450
6,6,6,Entertainment,976530,22988,154,1665
1,1,1,Science & Technology,64566,4442,27,282
7,7,7,Science & Technology,335194,25007,250,2072
5,5,5,Autos & Vehicles,571347,30468,229,1417
4,4,4,Entertainment,176548,6993,102,1388
3,3,3,People & Blogs,2892,30,0,0
11,11,11,Music,352048,20981,300,2250
3,3,3,Education,336872,18263,189,1669
8,8,8,Howto & Style,372823,6433,766,534
13,13,13,Music,931253,24510,897,1524
3,3,3,Music,352641,22173,225,1895
12,12,12,Music,129318,9577,103,1663
8,8,8,Entertainment,1604545,75278,769,4265
8,8,8,Entertainment,1848104,64607,758,3947
2,2,2,Pets & Animals,106337,5386,68,1063
3,3,3,Entertainment,5464,13,1,2
1,1,1,People & Blogs,27779,49,7,34
11,11,11,Music,87264467,815369,71494,35945
21,21,21,Music,59877217,853193,61049,48391
21,21,21,Entertainment,4604207,16409,867,866
3,3,3,Entertainment,1122381,5424,292,394
13,13,13,Entertainment,4149544,48299,4222,4406
3,3,3,Entertainment,6483,492,45,63
3,3,3,News & Politics,29968,93,17,21
3,3,3,Pets & Animals,1088527,35224,304,3813
1,1,1,Pets & Animals,235293,9939,232,1056
5,5,5,People & Blogs,1791693,1975,342,535
1,1,1,Howto & Style,2585,7,0,0
7,7,7,News & Politics,946378,21607,1182,6706
5,5,5,News & Politics,1158871,15055,676,5602
5,5,5,Music,234583,6129,113,402
11,11,11,Travel & Events,109525,1162,92,238
7,7,7,Science & Technology,432285,7102,242,1938
5,5,5,News & Politics,188158,7726,344,833
2,2,2,Science & Technology,31928,2843,17,233
7,7,7,Entertainment,1330675,20765,1105,2497
4,4,4,Music,207079,12229,71,1266
5,5,5,Entertainment,386090,10018,136,444
7,7,7,Entertainment,10216106,233312,6132,0
1,1,1,Sports,50348,840,21,223
13,13,13,Sports,13375071,289322,9959,23254
12,12,12,Sports,327251,2253,48,147
6,6,6,News & Politics,584892,2461,283,1879
5,5,5,Entertainment,898717,21788,311,718
1,1,1,Entertainment,296104,5743,82,282
11,11,11,Entertainment,99837,1087,81,147
6,6,6,Music,531393,12827,1560,1398
7,7,7,Music,1216232,9365,2150,5286
6,6,6,Music,681439,29225,1356,5366
1,1,1,Howto & Style,869068,23221,1215,4102
6,6,6,News & Politics,25213,112,116,260
3,3,3,Entertainment,764650,13596,2572,1310
1,1,1,People & Blogs,643117,15528,380,3883
5,5,5,Entertainment,1791867,30209,339,848
8,8,8,Film & Animation,36515,1012,32,392
3,3,3,People & Blogs,243412,7782,104,340
1,1,1,Entertainment,430591,6045,240,434
1,1,1,Comedy,225286,1731,193,206
1,1,1,Sports,219523,3683,68,415
15,15,15,Gaming,1043209,47105,971,3086
5,5,5,Comedy,701874,40666,528,1937
10,10,10,Music,66529577,2488565,43464,142410
5,5,5,Music,5517903,243696,12874,16841
18,18,18,Music,18312570,450885,10280,19437
1,1,1,Music,762616,20159,336,899
1,1,1,Comedy,1134859,21876,391,1067
9,9,9,Music,15208321,592538,7293,29404
7,7,7,Music,5468928,247884,5025,14903
13,13,13,Music,14211432,368697,11325,41083
2,2,2,Music,3513436,226643,5078,27429
3,3,3,Music,3662495,169521,5681,12821
2,2,2,Music,1589597,113644,3268,10212
6,6,6,Music,1987296,117634,2910,15296
7,7,7,Music,5001009,215271,5821,11510
5,5,5,Music,52964,1633,19,214
1,1,1,Sports,1722,17,3,1
7,7,7,Music,6262956,266912,3486,13878
2,2,2,News & Politics,2944,32,0,3
9,9,9,Entertainment,1752139,73546,573,5965
23,23,23,Entertainment,19834563,446196,9293,32200
5,5,5,Entertainment,8842980,284040,5096,24559
9,9,9,Entertainment,2755456,96820,712,6837
13,13,13,Entertainment,52404970,1565579,32705,194290
5,5,5,Entertainment,2315502,97325,436,5342
9,9,9,Entertainment,91933007,2625661,53709,350458
12,12,12,Entertainment,1888184,86519,508,5459
6,6,6,Entertainment,857897,24021,483,2760
2,2,2,Entertainment,1881659,43112,1163,5676
7,7,7,Entertainment,1687203,25912,1461,5450
4,4,4,Entertainment,16141230,309556,7190,27714
8,8,8,Entertainment,88667,1120,58,210
2,2,2,Film & Animation,5318,20,1,3
2,2,2,Entertainment,678272,19605,539,2560
1,1,1,Film & Animation,89872,431,90,93
3,3,3,Entertainment,537443,10577,341,1971
6,6,6,Entertainment,1396551,34320,729,3500
2,2,2,Sports,1952,14,1,2
2,2,2,Sports,14967,131,20,93
1,1,1,Film & Animation,3141764,57674,3729,9991
5,5,5,Music,169750,7080,69,361
2,2,2,Sports,379172,5794,244,360
7,7,7,Music,1244459,17517,3671,8002
15,15,15,Music,12907907,490249,30218,50805
2,2,2,Education,59068,0,0,49
3,3,3,News & Politics,155923,1023,96,636
6,6,6,Film & Animation,240314,13652,158,710
3,3,3,Entertainment,5169,27,0,4
5,5,5,Entertainment,2507336,75983,762,4118
5,5,5,Entertainment,2302182,60183,901,2800
6,6,6,Entertainment,403559,5577,303,2521
3,3,3,Music,22607,1472,22,91
1,1,1,Entertainment,575274,6611,310,508
3,3,3,Entertainment,13164,91,4,6
6,6,6,Sports,2027943,68298,869,12174
2,2,2,Sports,49920,863,19,37
1,1,1,Comedy,83425,1245,177,218
2,2,2,News & Politics,1717225,10041,4266,9335
5,5,5,Comedy,2940750,27107,1324,3381
6,6,6,News & Politics,322802,1013,847,1181
6,6,6,Music,203710,3797,361,639
4,4,4,Gaming,168969,3545,150,662
4,4,4,Music,393265,16805,19201,8480
1,1,1,Entertainment,53000,445,15,12
1,1,1,Entertainment,235830,9376,581,501
1,1,1,Sports,405781,3802,688,2529
1,1,1,Science & Technology,237307,1896,74,260
5,5,5,Film & Animation,2382407,8000,45,703
7,7,7,Entertainment,1080069,9673,857,4038
4,4,4,People & Blogs,122634,2908,210,595
4,4,4,Comedy,2275306,20115,1135,1046
2,2,2,Comedy,8751813,215764,6265,15989
1,1,1,Comedy,1315873,9312,584,769
1,1,1,Comedy,2765121,35529,1705,2388
7,7,7,Comedy,4096699,53194,1731,3240
4,4,4,Howto & Style,95509,3514,146,341
15,15,15,Howto & Style,2234419,32438,1599,3365
6,6,6,Entertainment,127055,3028,50,223
2,2,2,Autos & Vehicles,93903,364,54,20
6,6,6,News & Politics,316014,5464,590,820
4,4,4,Entertainment,16417,153,5,23
3,3,3,News & Politics,584074,6187,239,702
12,12,12,Science & Technology,758927,5386,419,1107
1,1,1,Howto & Style,4371,18,0,0
5,5,5,Howto & Style,657043,41794,693,7226
11,11,11,Gaming,2296556,56795,1234,23354
9,9,9,News & Politics,951271,8067,677,739
5,5,5,Nonprofits & Activism,16948,1248,17,46
1,1,1,Pets & Animals,98042,5112,26,370
3,3,3,Entertainment,4009915,38009,4187,3928
7,7,7,Education,315079,10410,434,510
4,4,4,Entertainment,264383,17398,409,1948
13,13,13,Entertainment,292030,19776,167,1855
7,7,7,Gaming,246989,8801,101,712
1,1,1,Entertainment,563746,4429,54,94
5,5,5,Entertainment,502681,2699,1854,2277
1,1,1,Film & Animation,12515,30,7,4
1,1,1,Entertainment,41602,907,21,65
23,23,23,Music,2058483,40851,2422,2327
10,10,10,Music,4023614,120834,6701,7533
15,15,15,Music,19998243,371137,30159,23556
11,11,11,Music,6554859,138623,4808,4966
1,1,1,Comedy,317963,5132,373,821
11,11,11,Entertainment,1058890,30771,303,1268
4,4,4,Entertainment,135928,1368,110,768
5,5,5,News & Politics,639265,3197,2651,2558
3,3,3,News & Politics,543596,2488,2895,1836
5,5,5,Entertainment,1794696,18182,4554,2782
4,4,4,Entertainment,1778470,18940,7048,4306
7,7,7,Entertainment,425995,11520,1097,595
1,1,1,Entertainment,211723,6374,140,846
5,5,5,Music,23082,556,3,72
2,2,2,Entertainment,882501,15844,240,426
7,7,7,Gaming,590393,34034,432,3730
7,7,7,People & Blogs,7645235,402569,9373,383762
4,4,4,Sports,132889,2660,53,65
18,18,18,News & Politics,1596487,17105,13512,31931
2,2,2,Music,1378937,78042,590,2599
4,4,4,People & Blogs,62415,3622,70,825
5,5,5,Science & Technology,142380,2635,307,299
7,7,7,Entertainment,2883649,36176,1704,2048
1,1,1,Entertainment,1017803,25122,628,1504
1,1,1,Travel & Events,12468,310,12,32
12,12,12,Entertainment,2294013,131127,1455,11228
7,7,7,Howto & Style,1083002,21712,1049,2169
14,14,14,Travel & Events,814243,14978,3510,3335
2,2,2,Sports,301593,1214,148,192
12,12,12,Entertainment,3254707,80651,1019,6042
7,7,7,Entertainment,602127,9974,231,836
1,1,1,Entertainment,221837,2209,391,626
3,3,3,Music,320858,1483,71,29
4,4,4,Entertainment,107531,1705,55,248
8,8,8,Entertainment,4492197,81523,1854,6598
6,6,6,Entertainment,22893,834,15,42
2,2,2,People & Blogs,12989,2,16,15
1,1,1,Entertainment,2087032,64030,2868,5540
3,3,3,Entertainment,832832,24920,851,2617
5,5,5,Entertainment,12544,67,24,18
1,1,1,People & Blogs,3438,18,0,0
9,9,9,News & Politics,5755949,43802,3771,0
3,3,3,Science & Technology,213749,9427,102,1904
2,2,2,Music,17594,471,18,24
7,7,7,Entertainment,3337072,8744,561,991
13,13,13,Music,2866699,74831,2734,5936
9,9,9,People & Blogs,2226074,104563,2480,5595
5,5,5,Music,16824026,478516,25019,55263
2,2,2,Music,23575103,548457,29977,57566
5,5,5,Comedy,1143211,80554,908,6583
6,6,6,Music,955104,32845,425,1791
17,17,17,Music,5767032,126693,2174,4602
5,5,5,Music,474712,17620,202,922
1,1,1,Sports,232339,1005,46,135
1,1,1,Entertainment,960599,23976,251,691
1,1,1,Entertainment,2035115,28153,1541,1423
14,14,14,Science & Technology,619376,17420,1513,4518
9,9,9,Music,7628116,85230,2612,13141
15,15,15,Music,955486,18166,544,1351
4,4,4,News & Politics,25741,916,109,316
1,1,1,Entertainment,204732,3201,23,201
21,21,21,Comedy,588133,6583,381,486
5,5,5,Entertainment,746658,6802,529,752
6,6,6,Entertainment,800359,9773,332,423
8,8,8,Film & Animation,519214,10933,339,2139
8,8,8,Music,68828,2841,174,360
3,3,3,News & Politics,1150274,6548,5795,1960
3,3,3,Sports,239107,1674,156,574
1,1,1,Entertainment,177269,2220,206,372
4,4,4,Entertainment,720203,19850,1517,1073
17,17,17,Entertainment,18726265,167255,27944,12883
2,2,2,Pets & Animals,436472,11716,213,856
8,8,8,People & Blogs,283720,2863,118,293
6,6,6,Entertainment,38600,140,90,519
6,6,6,News & Politics,12847,120,13,135
29,29,29,Film & Animation,16651726,223563,5497,16923
9,9,9,Education,53469,1487,111,281
5,5,5,Music,23987,1669,33,169
4,4,4,Comedy,611885,35415,1228,2034
5,5,5,Entertainment,2925095,140634,1420,15951
5,5,5,Entertainment,1627758,98772,670,23395
8,8,8,Entertainment,471360,24623,632,1880
10,10,10,Sports,4544350,108091,1922,0
6,6,6,Entertainment,2723593,39403,11924,58763
6,6,6,Music,200958,6447,238,384
1,1,1,Music,180919,5137,2646,1158
6,6,6,Science & Technology,14459,64,31,43
2,2,2,Entertainment,212992,7049,209,365
9,9,9,Howto & Style,552697,14091,414,908
8,8,8,Film & Animation,349102,3834,966,734
4,4,4,News & Politics,374226,7155,233,1493
1,1,1,Film & Animation,45851,335,110,125
4,4,4,Entertainment,1090128,22438,509,753
11,11,11,Science & Technology,965264,23886,776,1639
5,5,5,Entertainment,596467,10023,773,536
7,7,7,Entertainment,723523,16290,505,461
9,9,9,Entertainment,598483,16204,7062,4182
5,5,5,News & Politics,13532,64,9,0
6,6,6,Comedy,1339398,39094,1471,3810
1,1,1,People & Blogs,215775,2629,276,584
6,6,6,People & Blogs,209124,2579,272,611
5,5,5,Entertainment,75312,1585,152,110
6,6,6,Entertainment,4297582,32196,3803,3437
3,3,3,Entertainment,2186681,22244,1158,3987
5,5,5,Autos & Vehicles,92161,2113,119,350
1,1,1,News & Politics,144967,987,120,521
3,3,3,Entertainment,1418921,17436,2138,1377
9,9,9,Howto & Style,188155,7011,179,1053
5,5,5,Science & Technology,270421,14422,145,1073
4,4,4,Film & Animation,15693,145,12,44
9,9,9,Entertainment,1120841,39990,391,1949
7,7,7,People & Blogs,2480934,75674,7561,8340
6,6,6,Entertainment,620968,36916,312,1452
6,6,6,Sports,2192738,29338,3852,4995
4,4,4,News & Politics,360158,3921,1788,3806
3,3,3,News & Politics,17106,69,4,94
6,6,6,News & Politics,11744,129,92,219
5,5,5,Sports,17702,113,8,20
10,10,10,News & Politics,1339943,6223,1708,3838
9,9,9,Music,3430385,103188,5643,10594
8,8,8,Entertainment,274794,12912,1072,2328
7,7,7,Gaming,277921,16878,215,2103
7,7,7,Comedy,3203154,197222,1453,11330
1,1,1,Comedy,7172963,265719,3950,14870
20,20,20,Music,2653229,48889,890,1181
5,5,5,People & Blogs,71715,4746,93,371
9,9,9,Comedy,2505168,133455,1607,13778
6,6,6,People & Blogs,294356,15591,300,678
7,7,7,People & Blogs,270597,3747,77,246
13,13,13,Film & Animation,1318729,39261,1238,4991
4,4,4,Entertainment,1686243,133400,530,23864
8,8,8,Comedy,1639968,74037,1221,3465
11,11,11,Comedy,2495467,170257,7042,24161
7,7,7,Comedy,3111804,195382,4065,24152
15,15,15,Comedy,152062,6304,287,581
1,1,1,Howto & Style,1390440,86207,1775,710
15,15,15,Howto & Style,597124,30066,887,2111
8,8,8,People & Blogs,155058,5383,65,272
13,13,13,Howto & Style,464699,22139,695,2024
5,5,5,Science & Technology,406703,7906,2069,571
6,6,6,Film & Animation,34059,2183,375,659
1,1,1,Entertainment,553866,66026,671,8479
6,6,6,Film & Animation,1154360,31653,1070,2990
6,6,6,Howto & Style,117072,3824,201,293
8,8,8,Howto & Style,166418,9951,2014,2308
7,7,7,Comedy,7797284,386330,4899,80500
6,6,6,Science & Technology,1087385,78398,1257,16646
6,6,6,Science & Technology,406438,31401,346,2781
5,5,5,Howto & Style,703909,12075,295,540
7,7,7,Comedy,1053583,77157,783,4043
16,16,16,Entertainment,1651715,106838,930,7335
4,4,4,Entertainment,1016525,7972,1351,1625
4,4,4,Howto & Style,3842533,169168,914,4749
6,6,6,Film & Animation,2500743,86444,1784,6521
11,11,11,Comedy,4280876,124337,11809,6284
8,8,8,Comedy,1604421,102602,1188,10617
6,6,6,People & Blogs,263061,5760,275,1364
11,11,11,Film & Animation,344767,3709,199,303
5,5,5,Entertainment,74990,3428,353,685
2,2,2,Comedy,643906,10578,1032,1713
7,7,7,Pets & Animals,505444,8218,220,515
6,6,6,Comedy,1002679,57879,1412,9228
13,13,13,Comedy,2600608,47673,2380,4045
6,6,6,Entertainment,309319,17635,730,4138
4,4,4,Entertainment,366652,20829,536,1584
6,6,6,Music,321560,14705,211,610
2,2,2,Music,895507,38734,550,1270
8,8,8,Science & Technology,269126,2513,198,806
4,4,4,News & Politics,1002263,24693,970,3944
7,7,7,Entertainment,79205,133,60,42
11,11,11,Sports,1012695,19719,538,1125
4,4,4,Sports,146487,2328,34,65
3,3,3,Sports,127525,1094,43,414
5,5,5,Sports,120078,1576,63,179
5,5,5,Sports,141492,2025,70,304
1,1,1,Sports,76802,1837,38,85
8,8,8,Sports,293295,3457,153,537
9,9,9,Science & Technology,1084820,38993,1359,6852
9,9,9,Music,387382,45656,570,4822
13,13,13,Music,6215935,428599,3744,44156
22,22,22,Entertainment,1132118,11926,909,1840
7,7,7,Entertainment,969427,12579,466,2851
4,4,4,Entertainment,948294,11103,1949,3581
7,7,7,People & Blogs,345180,17904,363,530
7,7,7,Entertainment,6518936,7321,2381,872
3,3,3,Howto & Style,1444978,69007,1490,11582
6,6,6,Howto & Style,746417,45778,564,4219
12,12,12,Howto & Style,655002,28820,569,2239
2,2,2,Science & Technology,402259,21968,512,2275
6,6,6,Howto & Style,368276,22148,683,2640
7,7,7,Howto & Style,917390,80775,1281,10030
13,13,13,Howto & Style,2309169,152236,1883,203884
7,7,7,Howto & Style,468838,29553,494,1544
6,6,6,Comedy,88663,6177,36,511
7,7,7,Howto & Style,742087,30661,1520,30973
7,7,7,Music,280506,8693,171,352
7,7,7,Pets & Animals,697581,41328,803,16325
2,2,2,Music,2185367,96850,1130,8216
7,7,7,Music,4007147,191236,3682,22696
4,4,4,Sports,1824082,15384,807,4235
9,9,9,Comedy,7214750,122778,2300,7047
6,6,6,Entertainment,788036,13952,481,1085
10,10,10,Sports,4307697,80332,5364,16573
8,8,8,Comedy,179345,2975,86,199
3,3,3,Nonprofits & Activism,2492,19,1,3
2,2,2,Howto & Style,253874,8854,175,730
2,2,2,People & Blogs,21650,648,24,81
3,3,3,Pets & Animals,190140,5444,99,356
1,1,1,News & Politics,220120,712,229,1349
4,4,4,Entertainment,114012,1191,125,139
2,2,2,Comedy,1337261,18250,450,1083
5,5,5,Sports,164241,429,35,343
2,2,2,News & Politics,32001,255,239,475
1,1,1,Entertainment,141000,4625,81,546
3,3,3,News & Politics,248968,3420,2842,3794
1,1,1,Entertainment,39720,4800,165,530
4,4,4,Howto & Style,177613,9578,100,433
3,3,3,Music,241314,15071,186,1070
6,6,6,News & Politics,55419,415,35,253
1,1,1,Entertainment,385734,7305,266,724
2,2,2,Music,77518,1196,44,155
1,1,1,News & Politics,129538,1394,541,1591
9,9,9,Entertainment,2029938,33784,1958,2203
2,2,2,Entertainment,47236,1509,55,391
6,6,6,Sports,341643,2227,152,603
2,2,2,Music,56197,1138,214,213
13,13,13,Science & Technology,1084801,29594,1363,4685
8,8,8,People & Blogs,1780726,64944,2783,2647
7,7,7,People & Blogs,2524578,43735,2468,3239
8,8,8,Entertainment,656029,17070,613,2449
9,9,9,Science & Technology,594486,6187,737,1484
2,2,2,Film & Animation,66369,2520,588,564
5,5,5,Travel & Events,472936,2867,185,477
4,4,4,Film & Animation,70551,2668,154,532
8,8,8,Sports,281678,6171,395,406
6,6,6,Science & Technology,1044905,83454,761,4681
7,7,7,Pets & Animals,324996,13078,204,351
2,2,2,Autos & Vehicles,380530,3836,187,2034
6,6,6,Comedy,3277837,165039,3127,7011
5,5,5,News & Politics,318181,1193,281,1475
4,4,4,Entertainment,24577,1958,54,314
4,4,4,News & Politics,365394,1814,335,1284
6,6,6,Sports,533004,9710,447,1209
7,7,7,Music,762583,130986,951,10134
3,3,3,Music,505794,55628,192,3083
9,9,9,Music,1093385,93374,523,5155
5,5,5,Howto & Style,19976,174,4,8
4,4,4,Film & Animation,58689,831,253,306
1,1,1,Sports,172027,1548,59,294
9,9,9,Music,90168,3256,60,197
6,6,6,Music,236971,10481,145,446
6,6,6,Music,869519,46606,634,1472
12,12,12,Music,327786,8674,273,353
1,1,1,Music,78674,4826,118,344
2,2,2,Entertainment,989065,28454,289,909
4,4,4,Entertainment,402804,10086,181,667
7,7,7,Music,459969,16399,822,1259
7,7,7,Entertainment,913268,16729,1386,3460
15,15,15,Music,36759844,834068,89869,93136
25,25,25,Music,4945185,189265,9406,18683
12,12,12,Music,11958914,329570,28318,32362
6,6,6,Music,22918328,409234,35804,36436
3,3,3,Music,2920589,68517,5355,18079
3,3,3,Music,2505729,62903,4899,17149
3,3,3,Entertainment,264158,1919,309,673
1,1,1,Entertainment,2288833,18696,1858,1721
6,6,6,Howto & Style,114753,7398,94,536
2,2,2,Sports,232142,6604,127,500
1,1,1,Entertainment,435270,3676,210,576
10,10,10,People & Blogs,298314,13730,417,1738
21,21,21,Entertainment,791080,5694,424,742
1,1,1,News & Politics,42607,451,374,1178
2,2,2,News & Politics,53198,234,146,104
1,1,1,Nonprofits & Activism,8493,31,1,3
4,4,4,Nonprofits & Activism,8318,30,1,3
5,5,5,Music,340791,18868,175,401
18,18,18,People & Blogs,899519,19956,1060,1921
1,1,1,Gaming,3238183,61841,3708,0
1,1,1,Gaming,1549110,21905,1516,1318
14,14,14,Gaming,3383861,76615,3502,28489
6,6,6,Gaming,3224847,97889,4461,29554
22,22,22,Gaming,2703619,131994,5149,9120
5,5,5,Gaming,147003,3164,375,1494
6,6,6,Gaming,131055,1689,216,508
3,3,3,Gaming,275982,11897,345,2721
8,8,8,Gaming,526710,13379,1668,4009
5,5,5,Gaming,8493,309,17,203
6,6,6,People & Blogs,432969,7878,1675,1891
7,7,7,People & Blogs,708572,11352,1096,909
7,7,7,News & Politics,1173312,3689,454,1608
2,2,2,News & Politics,167038,1180,135,673
11,11,11,Music,1509716,77243,1665,4375
9,9,9,Music,1629053,72349,2376,2694
3,3,3,Music,12857,754,10,37
11,11,11,Film & Animation,733482,25650,1604,3167
2,2,2,Entertainment,103161,2845,85,313
4,4,4,News & Politics,243553,1472,436,918
2,2,2,News & Politics,13127,133,13,44
9,9,9,News & Politics,182200,6315,402,478
1,1,1,News & Politics,2691,20,5,20
1,1,1,News & Politics,141473,811,172,521
3,3,3,News & Politics,467230,2547,2443,1326
4,4,4,News & Politics,47402,312,64,358
7,7,7,People & Blogs,76054,800,52,107
17,17,17,Education,760827,28605,2417,3183
8,8,8,Film & Animation,105240,2445,79,280
3,3,3,Sports,695269,4108,148,1034
6,6,6,Howto & Style,811577,46185,943,2941
4,4,4,Howto & Style,63208,3728,45,491
1,1,1,Entertainment,581288,5075,725,1780
7,7,7,Entertainment,9039407,89974,46609,30516
10,10,10,Entertainment,8837197,33724,17287,8041
1,1,1,Entertainment,632993,7802,5669,2930
6,6,6,Pets & Animals,904555,36647,1647,15710
7,7,7,Music,7967275,91200,4803,5805
