t_day,t_month,t_year,Genre,views,likes,dislikes,comment_count
4,4,4,Sports,7189,15,0,14
4,4,4,Entertainment,35123,103,18,60
5,5,5,Sports,175545,916,52,173
7,7,7,News & Politics,60092,528,104,141
2,2,2,News & Politics,26970,370,570,323
6,6,6,Music,537822,6686,837,682
15,15,15,Music,2372980,67483,1330,3599
4,4,4,Music,4290878,107641,11990,12003
10,10,10,Music,594958,19903,362,1192
7,7,7,Music,4121390,105303,7323,8359
6,6,6,Howto & Style,556504,25398,310,1877
2,2,2,Howto & Style,196434,6305,88,762
12,12,12,Music,788947,10702,363,375
7,7,7,Music,1713021,28724,973,892
14,14,14,Music,2060702,44145,3311,3423
10,10,10,Music,14487632,281374,17117,37412
6,6,6,Music,6855002,211598,12705,30350
4,4,4,Music,2954882,52519,2453,1948
1,1,1,Entertainment,1497519,15504,353,1084
7,7,7,Entertainment,792184,9174,189,530
1,1,1,Comedy,435057,7278,60,423
1,1,1,Entertainment,1496225,16116,236,605
15,15,15,Music,2095026,49729,698,2804
2,2,2,Science & Technology,1946,8,0,1
10,10,10,Music,13882785,380406,13872,26945
5,5,5,News & Politics,868868,21005,988,2563
1,1,1,News & Politics,402244,5140,2998,4175
5,5,5,Sports,29188,411,5,132
7,7,7,News & Politics,133758,781,94,316
1,1,1,Sports,12494,252,3,91
10,10,10,Comedy,285469,5193,88,326
5,5,5,News & Politics,1464,3,15,4
2,2,2,Entertainment,195473,1958,1232,1693
7,7,7,Comedy,109733,189,30,21
1,1,1,Entertainment,892676,6555,805,945
3,3,3,Entertainment,2908064,46563,1570,2737
9,9,9,Entertainment,479587,8784,238,817
4,4,4,Entertainment,1612248,19796,512,933
7,7,7,Music,506547,17801,531,1182
1,1,1,Entertainment,110750,1987,120,182
6,6,6,Entertainment,305524,7876,150,785
13,13,13,Entertainment,369487,1770,357,160
13,13,13,Entertainment,6438646,124860,8171,9283
7,7,7,Entertainment,657337,3014,7706,3317
5,5,5,Science & Technology,790865,39472,231,760
4,4,4,Music,17679753,248909,21039,13058
5,5,5,Music,3156530,77823,5763,5504
20,20,20,Music,30599645,455949,42374,25679
15,15,15,Music,41446137,502519,78095,36974
1,1,1,Entertainment,4950,102,1,13
14,14,14,Entertainment,1587545,8157,511,917
5,5,5,Sports,102105,2384,56,322
1,1,1,Sports,20781,839,23,161
1,1,1,News & Politics,3721,29,4,34
14,14,14,Entertainment,866371,8159,605,694
20,20,20,Music,9617950,89910,2161,2507
5,5,5,Entertainment,59200,179,115,0
1,1,1,Entertainment,23484,858,80,136
1,1,1,Comedy,88425,1901,332,264
1,1,1,Entertainment,82052,1519,68,182
3,3,3,Music,612279,29873,520,1458
1,1,1,Entertainment,23877,93,30,20
10,10,10,Science & Technology,3181164,52842,2256,4675
8,8,8,Entertainment,2319083,98929,1251,4827
5,5,5,People & Blogs,1018308,34785,3116,4908
23,23,23,Entertainment,5019952,216886,1183,7853
6,6,6,Music,3055492,109426,1729,4016
5,5,5,Sports,16590,41,14,15
11,11,11,Comedy,3786691,43003,1225,3883
3,3,3,Entertainment,176835,4889,100,252
7,7,7,News & Politics,32307,161,18,172
1,1,1,Entertainment,525261,6937,657,903
4,4,4,Sports,107907,360,72,292
4,4,4,Comedy,176811,3640,154,200
2,2,2,Comedy,2223948,76806,1169,4176
10,10,10,Comedy,1520884,17200,939,1359
1,1,1,Comedy,24032,1739,22,45
1,1,1,Comedy,784803,50079,463,1389
3,3,3,Comedy,5356548,141037,7187,16863
12,12,12,Comedy,1023827,14399,503,1241
4,4,4,Entertainment,685619,14549,621,627
1,1,1,Entertainment,291192,2873,230,444
2,2,2,Comedy,2578951,75419,3372,6148
3,3,3,People & Blogs,439893,2865,2951,2367
1,1,1,Comedy,654775,18449,2915,4053
5,5,5,Entertainment,4270738,54459,2355,2771
3,3,3,Comedy,2771982,22399,6921,9101
6,6,6,Comedy,3222946,81715,18649,33795
1,1,1,Entertainment,856874,13695,1005,1791
1,1,1,Entertainment,3687110,44409,9024,6365
1,1,1,Comedy,381361,9626,180,438
1,1,1,Entertainment,47147,542,113,62
2,2,2,Entertainment,93217,2813,280,1423
1,1,1,News & Politics,450201,5519,265,1407
8,8,8,Entertainment,100235,2992,30,314
4,4,4,Comedy,484287,7792,150,342
2,2,2,Entertainment,52164,218,8,31
1,1,1,Sports,63780,831,12,301
4,4,4,Sports,2620,8,12,5
1,1,1,Sports,63846,1158,16,238
5,5,5,Sports,11156,58,4,5
16,16,16,Howto & Style,1498679,75642,685,6089
12,12,12,Entertainment,1000242,69778,857,8283
3,3,3,Entertainment,10107,195,9,39
5,5,5,Comedy,639815,10947,347,765
1,1,1,Entertainment,373253,14688,117,455
4,4,4,Entertainment,1586396,45690,2414,3812
8,8,8,Entertainment,1547819,27811,682,1358
17,17,17,News & Politics,1987241,22785,1081,4158
8,8,8,Sports,3272327,43239,2575,3394
2,2,2,Entertainment,2096196,39093,1688,2625
5,5,5,People & Blogs,54529,583,7,34
3,3,3,Sports,3491,19,0,2
17,17,17,Entertainment,1552066,43720,374,2014
12,12,12,Comedy,1594965,23769,440,867
12,12,12,Entertainment,2593188,28193,788,1086
1,1,1,Music,159011,8709,159,616
7,7,7,Music,558394,40469,530,3579
7,7,7,Entertainment,30066,486,92,88
3,3,3,Music,46430,454,7,34
11,11,11,Music,2817973,64035,1340,1868
4,4,4,Howto & Style,8041928,60434,11437,9479
28,28,28,Music,3613243,77927,1605,5607
21,21,21,Music,5948415,181069,3711,14394
5,5,5,Entertainment,114696,731,130,174
1,1,1,Entertainment,35467,227,8,48
12,12,12,Music,1321814,40178,558,1522
1,1,1,Entertainment,1781966,24138,1083,1683
1,1,1,Comedy,327912,6306,188,275
3,3,3,Sports,1032,3,1,1
3,3,3,Entertainment,4233,126,1,8
7,7,7,Entertainment,8955556,233690,3308,15097
6,6,6,Entertainment,154432,1377,124,131
2,2,2,Entertainment,39310,502,40,30
3,3,3,Sports,337580,5296,148,1904
2,2,2,Sports,29769,251,24,75
1,1,1,Entertainment,214150,4262,535,753
7,7,7,Entertainment,4318,32,0,0
6,6,6,Music,43597,5975,4,436
3,3,3,Entertainment,611997,11733,394,775
6,6,6,Entertainment,1666296,49224,859,2855
1,1,1,Entertainment,406769,6593,397,1253
9,9,9,Entertainment,42199,745,103,179
4,4,4,Comedy,1679248,32693,1529,2374
3,3,3,Entertainment,261429,4470,62,454
7,7,7,Entertainment,199922,2013,55,147
2,2,2,Howto & Style,483029,30127,237,915
4,4,4,Film & Animation,89311,599,27,54
5,5,5,Music,189038,8607,133,497
8,8,8,Music,186119,4727,178,567
7,7,7,Music,104674,1789,157,127
5,5,5,People & Blogs,241832,2102,74,220
4,4,4,Music,5358351,270831,9822,23603
4,4,4,Entertainment,529841,16314,392,2144
6,6,6,News & Politics,155341,1263,99,611
14,14,14,Entertainment,632821,10061,602,5373
5,5,5,News & Politics,123828,1891,57,448
8,8,8,People & Blogs,789818,4329,59157,0
1,1,1,News & Politics,605172,9800,527,3445
3,3,3,Music,691515,11187,5868,3069
9,9,9,Music,3749896,96921,1518,2338
15,15,15,Music,2052294,47842,565,1385
2,2,2,Music,2255876,49697,602,1417
2,2,2,Entertainment,2181976,32457,1420,1349
11,11,11,Entertainment,1237208,21697,1221,1660
18,18,18,Entertainment,14723484,190948,7913,18386
10,10,10,Entertainment,21113889,254342,7076,20099
7,7,7,Entertainment,38070298,550348,27824,78613
4,4,4,Entertainment,7080039,63371,5261,10668
25,25,25,Comedy,653820,12920,1214,1392
6,6,6,Entertainment,140815,12313,193,891
7,7,7,Entertainment,1088828,34989,1773,10715
1,1,1,Entertainment,90641,2349,409,1246
7,7,7,Film & Animation,338425,10947,2133,2991
6,6,6,Entertainment,93534,1986,225,868
3,3,3,Entertainment,45236,1581,110,1031
3,3,3,Entertainment,73344,2049,234,2401
2,2,2,Entertainment,209442,19069,289,836
6,6,6,Comedy,97795,1271,128,146
6,6,6,Music,18871288,293244,61447,32777
2,2,2,Music,1402868,29970,1940,4023
7,7,7,Music,8470806,139599,10709,8771
7,7,7,Music,348192,10175,344,2299
5,5,5,Music,6657752,127028,13411,10506
7,7,7,Music,15043210,247709,8609,13399
7,7,7,Music,9164600,196128,24541,19152
1,1,1,Entertainment,372262,3332,286,355
6,6,6,Music,158541,1890,97,304
5,5,5,Music,49638,633,19,58
8,8,8,News & Politics,208678,931,279,321
2,2,2,Comedy,2710968,28990,3841,4204
4,4,4,Sports,11154250,150451,49035,29640
4,4,4,Comedy,576496,4730,399,771
9,9,9,Entertainment,121344,989,27,118
2,2,2,Music,132872,6937,246,789
6,6,6,Music,69407,4331,77,269
6,6,6,Howto & Style,221336,6877,219,1538
5,5,5,Entertainment,176140,15955,178,1586
4,4,4,People & Blogs,55622,4333,36,399
7,7,7,Entertainment,804049,4266,5624,2570
10,10,10,Howto & Style,152388,6146,183,625
2,2,2,Entertainment,1821926,25103,1751,6515
14,14,14,Howto & Style,2284631,105374,3229,7155
6,6,6,Entertainment,527093,103,43,16
3,3,3,Gaming,1453609,40628,1018,9390
4,4,4,Pets & Animals,568702,31631,185,2099
13,13,13,People & Blogs,1045731,0,0,0
6,6,6,Howto & Style,402509,14694,812,1747
5,5,5,Entertainment,443412,3563,100,147
1,1,1,Entertainment,354886,1002,315,112
7,7,7,Entertainment,958901,7873,362,754
5,5,5,Entertainment,416772,2231,329,230
7,7,7,Entertainment,1095505,7011,603,399
5,5,5,Entertainment,588513,4234,445,329
6,6,6,Entertainment,297279,1733,245,169
2,2,2,Entertainment,325333,2750,307,383
7,7,7,Entertainment,996065,5015,327,575
1,1,1,Entertainment,812007,5894,951,851
14,14,14,Howto & Style,645449,22571,3973,3138
1,1,1,Howto & Style,1420018,74919,3032,10170
21,21,21,Howto & Style,2955872,115014,6974,14076
14,14,14,Music,576001,7689,552,589
15,15,15,Music,920289,9754,658,552
12,12,12,Music,229374,8025,229,1379
7,7,7,Music,369260,26493,110,1179
8,8,8,Music,938879,16862,712,412
7,7,7,Music,393488,9370,316,310
1,1,1,Entertainment,1912737,32162,1114,1425
1,1,1,Entertainment,855404,20377,1375,1332
3,3,3,Entertainment,3746583,40193,3415,5248
8,8,8,Entertainment,900285,18257,973,1459
3,3,3,Music,28256,105,15,12
1,1,1,Entertainment,114518,1721,43,141
7,7,7,Comedy,295991,1573,824,827
1,1,1,Comedy,1698230,20562,823,1369
2,2,2,Entertainment,4862,65,0,3
4,4,4,News & Politics,71276,134,420,170
1,1,1,Entertainment,296295,8157,294,764
3,3,3,News & Politics,194902,2007,275,226
9,9,9,Entertainment,313852,3530,127,200
13,13,13,Music,33420138,821971,165109,81388
5,5,5,Music,1516733,57080,2603,3617
1,1,1,Entertainment,56012,6243,106,414
8,8,8,Entertainment,2594869,78956,1568,3099
5,5,5,Howto & Style,15300,384,71,44
4,4,4,Music,54811,2969,29,232
5,5,5,Gaming,23851,610,43,205
5,5,5,News & Politics,2314081,14782,2769,9678
6,6,6,News & Politics,72365,464,891,522
5,5,5,Comedy,5827999,223308,8472,14034
2,2,2,Entertainment,343524,2203,320,183
5,5,5,Entertainment,642382,3470,467,317
1,1,1,Entertainment,1064653,7220,822,626
9,9,9,Music,911208,35273,484,1368
14,14,14,Music,930867,9250,855,350
12,12,12,Music,1883291,16532,1084,401
7,7,7,Music,241991,5943,593,521
2,2,2,Entertainment,878560,12961,1468,1788
4,4,4,Entertainment,94923,2382,156,145
7,7,7,Music,912815,13357,541,604
10,10,10,Music,223245,11899,510,833
14,14,14,Music,2676610,81908,1300,4103
27,27,27,Music,2421584,49501,1163,2507
7,7,7,Music,125128,4623,49,305
1,1,1,Entertainment,3074263,96530,1011,7415
14,14,14,Comedy,141696,1460,123,202
2,2,2,Sports,2447,0,3,1
3,3,3,News & Politics,36859,23,10,135
2,2,2,News & Politics,253075,2066,1838,3718
12,12,12,Entertainment,912215,29530,5810,2480
1,1,1,Entertainment,3311448,49237,1832,1996
5,5,5,Music,12730630,577712,10568,34480
1,1,1,People & Blogs,10754,163,30,50
4,4,4,Music,167110,2883,90,203
10,10,10,Music,16354826,511764,9562,33304
5,5,5,Music,5263337,192996,3357,10721
1,1,1,Music,1899190,104625,1603,6319
2,2,2,Entertainment,853242,13993,2891,6115
4,4,4,Entertainment,89617,615,66,194
1,1,1,Entertainment,77966,1208,262,216
13,13,13,Music,1445729,75567,2053,4308
4,4,4,Music,42658,2120,25,136
13,13,13,Music,717861,16454,395,812
7,7,7,Music,152796,8154,392,612
6,6,6,Entertainment,976652,5400,1660,1428
3,3,3,Sports,56495,835,18,407
1,1,1,Entertainment,1863491,29175,4595,6455
7,7,7,Sports,2684509,23689,1798,2662
7,7,7,Entertainment,2028315,28627,3519,11189
9,9,9,Comedy,2014354,20459,951,1487
6,6,6,Education,14381,39,0,15
8,8,8,Entertainment,736193,5957,421,726
2,2,2,Comedy,1007891,13592,553,1117
10,10,10,Comedy,7049534,143779,3230,6294
9,9,9,Pets & Animals,473198,17159,147,3615
13,13,13,Science & Technology,3680550,33273,4110,0
2,2,2,Music,1056406,87170,927,5734
10,10,10,Music,6010383,242098,4514,11671
13,13,13,Music,1759167,37479,825,1063
8,8,8,Music,2664218,119473,1524,5032
11,11,11,Entertainment,756379,5599,650,779
6,6,6,Entertainment,208228,1524,73,0
4,4,4,Entertainment,2985521,37345,2946,2451
6,6,6,News & Politics,255517,3560,268,449
12,12,12,Music,635714,10533,1609,1056
4,4,4,Comedy,144225,281,11,21
3,3,3,People & Blogs,3509600,51324,2285,9951
1,1,1,People & Blogs,162834,5691,29,680
1,1,1,People & Blogs,130778,5684,53,737
6,6,6,Entertainment,319546,6238,124,520
5,5,5,Entertainment,477381,5926,306,916
6,6,6,Entertainment,3708663,40325,5492,7858
2,2,2,Entertainment,345372,2893,122,410
14,14,14,News & Politics,1098673,5129,745,2338
21,21,21,Entertainment,562303,10712,316,809
6,6,6,Entertainment,153341,477,200,92
1,1,1,Entertainment,1559003,29898,884,1838
16,16,16,Howto & Style,2235021,68238,5188,6455
11,11,11,Howto & Style,410909,5193,706,615
7,7,7,Entertainment,136788,883,496,570
7,7,7,Entertainment,715011,6037,467,597
11,11,11,Entertainment,261803,5846,177,363
3,3,3,Music,226659,9725,400,1027
12,12,12,Howto & Style,169610,5146,144,639
15,15,15,People & Blogs,2028512,40583,1773,1836
1,1,1,People & Blogs,23506,1620,10,105
6,6,6,Music,189814,3241,225,141
2,2,2,News & Politics,548993,855,602,1696
3,3,3,Music,797363,85899,450,12342
5,5,5,Travel & Events,215442,4012,87,218
3,3,3,People & Blogs,940570,58807,909,4212
7,7,7,Howto & Style,903651,11427,2305,2504
6,6,6,Entertainment,48112,94,10,9
9,9,9,Sports,372037,2518,424,1061
3,3,3,Sports,185891,5248,111,411
6,6,6,Sports,788372,15343,265,2076
4,4,4,Entertainment,354509,4088,221,373
3,3,3,People & Blogs,50066,1850,41,215
8,8,8,News & Politics,689597,17683,274,6058
7,7,7,People & Blogs,214900,470,290,100
4,4,4,Film & Animation,50168,46,6,26
11,11,11,People & Blogs,1153783,50011,2534,4959
3,3,3,Entertainment,14768,93,16,27
5,5,5,Entertainment,54208,462,98,75
5,5,5,Howto & Style,395783,13816,231,1269
2,2,2,Comedy,599642,6084,443,334
1,1,1,Entertainment,342865,7820,369,439
14,14,14,People & Blogs,1895867,73579,2400,5016
6,6,6,Entertainment,333626,3264,286,369
5,5,5,Entertainment,411736,5126,207,665
2,2,2,Comedy,393170,7061,344,514
7,7,7,Music,4188327,155328,2118,4647
8,8,8,Music,2425578,129381,1522,8757
1,1,1,Sports,23429,365,10,188
6,6,6,News & Politics,170325,1752,192,929
8,8,8,Entertainment,5545698,23966,7807,3308
5,5,5,Music,147383,2678,155,257
6,6,6,Music,1307790,34007,1433,3533
9,9,9,Music,458154,9852,630,1364
10,10,10,Music,719123,16644,727,1219
1,1,1,Sports,155006,2607,43,832
5,5,5,Entertainment,27898,363,27,135
2,2,2,Gaming,161231,7803,169,1734
3,3,3,Howto & Style,26800,1932,15,99
1,1,1,Travel & Events,268248,7150,138,597
3,3,3,Entertainment,1669974,23244,1914,0
16,16,16,Sports,2454563,101380,3099,9189
6,6,6,People & Blogs,576861,40236,383,2343
8,8,8,Gaming,769382,26374,704,849
14,14,14,Travel & Events,1646051,35793,759,4726
8,8,8,Science & Technology,481918,7814,193,524
25,25,25,Gaming,3229540,109945,3062,6774
8,8,8,Entertainment,2726643,9126,1759,966
25,25,25,Entertainment,810080,52027,1860,10314
5,5,5,Howto & Style,78175,3349,139,709
4,4,4,Science & Technology,57561,1656,47,176
4,4,4,Sports,1169995,11156,2098,0
3,3,3,Pets & Animals,1631648,40981,646,10663
6,6,6,Education,49407,89,6,34
2,2,2,Entertainment,14161833,1216340,291900,436698
8,8,8,Gaming,1973925,151991,28902,62110
2,2,2,People & Blogs,28804,3367,29,262
21,21,21,Music,21986883,472521,7435,14297
4,4,4,Music,7823701,289822,3918,11471
8,8,8,Entertainment,1896045,75614,1356,5115
17,17,17,Travel & Events,1447882,22701,944,3449
8,8,8,People & Blogs,3362369,295288,6258,33900
7,7,7,News & Politics,25203,263,355,710
4,4,4,Entertainment,149034,740,58,60
3,3,3,Sports,706629,13409,584,2700
8,8,8,Entertainment,661818,14979,3752,4195
8,8,8,Music,4416051,218247,5076,22179
1,1,1,Music,845262,29699,444,1829
7,7,7,Music,1508992,74113,1180,4784
1,1,1,Comedy,18916,1425,28,180
12,12,12,Music,4046025,161761,4390,12824
3,3,3,Sports,18875,269,3,24
1,1,1,Entertainment,760341,13283,317,433
3,3,3,Sports,2629,35,2,4
1,1,1,Music,226088,10844,302,555
6,6,6,Comedy,2326176,172597,1286,47828
7,7,7,Film & Animation,1915926,62005,3224,4284
7,7,7,People & Blogs,247842,10893,76,406
6,6,6,Comedy,4184160,175935,13032,12073
7,7,7,Education,299820,12586,348,994
9,9,9,Howto & Style,2480760,135983,1468,7346
5,5,5,Entertainment,198076,1286,272,637
9,9,9,Entertainment,1166324,25124,1878,3940
4,4,4,Science & Technology,3319,30,1,1
5,5,5,Entertainment,288247,30629,636,2239
20,20,20,Music,2224667,41623,401,1436
11,11,11,Music,2653797,73404,768,2432
8,8,8,Music,2004629,64947,560,2023
5,5,5,Music,795683,44085,236,1604
1,1,1,Entertainment,764775,20132,1600,7991
2,2,2,Sports,135158,619,98,386
3,3,3,Sports,314175,5009,151,684
10,10,10,Sports,202920,3024,81,527
2,2,2,Sports,221906,2931,95,914
6,6,6,Sports,24186,124,7,20
2,2,2,Sports,285769,3503,87,458
6,6,6,News & Politics,87403,285,128,175
6,6,6,Sports,301674,6211,107,660
5,5,5,Sports,700096,3202,271,1279
4,4,4,Sports,47433,845,28,211
6,6,6,Sports,318840,2613,560,1952
3,3,3,Sports,684438,3439,2213,1038
3,3,3,Sports,634137,4812,207,1041
7,7,7,Entertainment,1332449,49673,648,5017
4,4,4,Entertainment,9977,129,15,21
7,7,7,Music,556347,19458,865,2395
6,6,6,Music,21776,1154,16,160
5,5,5,News & Politics,4864,31,8,51
9,9,9,Entertainment,340750,11201,163,1077
7,7,7,Entertainment,61665,1216,38,113
6,6,6,Entertainment,107390,2305,168,491
5,5,5,Music,267761,22921,165,1801
4,4,4,Music,18471,395,8,62
1,1,1,Comedy,148963,2227,183,192
2,2,2,Entertainment,141586,1754,99,187
6,6,6,Comedy,294007,29017,251,6890
3,3,3,News & Politics,9193,29,52,45
3,3,3,Music,827249,80660,1140,7240
15,15,15,Science & Technology,2153307,93585,1584,14599
3,3,3,Science & Technology,2810983,93993,3186,12318
3,3,3,People & Blogs,41869,2925,36,408
8,8,8,People & Blogs,329129,12736,396,1694
4,4,4,Sports,103478,4689,385,1041
3,3,3,News & Politics,44262,82,4,16
12,12,12,Music,351765,13453,160,444
7,7,7,Autos & Vehicles,275180,942,75,140
3,3,3,People & Blogs,245735,10444,127,1101
4,4,4,Entertainment,482291,10548,266,423
20,20,20,Music,42390420,554509,18381,21650
5,5,5,Music,430463,61444,352,4028
7,7,7,Entertainment,1142433,29625,1148,2878
9,9,9,News & Politics,401330,8408,269,1131
6,6,6,Music,13809604,475593,9170,20933
7,7,7,Comedy,2408682,105248,1205,5987
6,6,6,Comedy,20960,318,5,34
12,12,12,Film & Animation,1187812,868,160,107
3,3,3,Comedy,40410,2155,26,162
3,3,3,Howto & Style,2503011,108077,1605,1347
18,18,18,Music,7127666,130249,39174,29855
2,2,2,Music,179912,7859,119,243
8,8,8,Sports,222862,2056,43,265
6,6,6,Music,4795193,248867,2097,21392
8,8,8,People & Blogs,10403477,261095,15386,33906
9,9,9,Music,6579609,133903,7395,16639
5,5,5,Howto & Style,810921,31803,189,1713
2,2,2,Entertainment,1373683,42501,1878,2745
1,1,1,Comedy,83530,807,63,141
11,11,11,Howto & Style,891152,46423,366,2373
15,15,15,Music,3640120,182789,3123,13004
4,4,4,Entertainment,391853,11765,158,523
4,4,4,News & Politics,10541,261,7,19
12,12,12,News & Politics,437294,20205,3020,2284
1,1,1,Comedy,319104,8929,130,462
7,7,7,Music,915783,49491,734,2526
7,7,7,Music,4355869,184474,2412,7090
2,2,2,Music,913756,67288,1561,2925
14,14,14,Music,2408990,123245,1102,4033
5,5,5,News & Politics,216743,3143,5143,6458
1,1,1,Entertainment,210815,5231,73,728
2,2,2,Entertainment,107919,1440,90,154
2,2,2,Music,651268,52910,245,2615
8,8,8,Science & Technology,10505035,238584,6316,13998
1,1,1,Entertainment,72821,1454,35,75
1,1,1,Entertainment,291258,4490,109,431
6,6,6,Music,25145,1367,10,135
3,3,3,Music,58135,519,69,65
8,8,8,Entertainment,126986,2873,1474,368
13,13,13,Entertainment,310140,1521,246,486
10,10,10,Music,2012372,148893,1573,7405
7,7,7,Entertainment,5275288,169795,3706,0
4,4,4,Entertainment,760870,15312,657,1843
6,6,6,Music,20409647,568680,44854,64390
14,14,14,Music,17045761,279676,48758,38252
7,7,7,Pets & Animals,83393,5817,31,1663
10,10,10,Entertainment,1088185,8332,941,2498
4,4,4,People & Blogs,45684,3114,32,424
7,7,7,News & Politics,484066,9031,8478,5842
1,1,1,Entertainment,95085,909,52,193
7,7,7,News & Politics,119784,393,88,0
2,2,2,News & Politics,86011,293,103,326
1,1,1,People & Blogs,741558,4990,203,1249
2,2,2,People & Blogs,311280,1783,110,499
1,1,1,Science & Technology,165223,2452,265,0
12,12,12,People & Blogs,1161732,17425,345,1519
2,2,2,Nonprofits & Activism,41183,1621,60,662
11,11,11,People & Blogs,156242,8713,45,982
16,16,16,Entertainment,1652804,59604,842,1071
1,1,1,Entertainment,734594,40170,397,2182
5,5,5,Comedy,3682671,293664,5160,17355
2,2,2,Howto & Style,563721,30575,559,2036
6,6,6,News & Politics,84534,75,91,47
5,5,5,Entertainment,295231,8034,138,784
1,1,1,Entertainment,1111674,91287,1492,16563
7,7,7,Entertainment,18938867,1013411,140271,175929
1,1,1,Entertainment,430321,7699,1169,1912
7,7,7,Music,736520,30170,393,1169
5,5,5,Howto & Style,3645622,188490,3598,20818
2,2,2,Comedy,2635367,41221,593,1349
13,13,13,Entertainment,4996413,28491,3306,5290
2,2,2,Sports,321076,4665,155,891
2,2,2,Sports,763000,2187,261,1163
5,5,5,Education,430191,18712,332,1344
2,2,2,Entertainment,8993,292,5,162
5,5,5,Entertainment,54141,491,49,79
3,3,3,Entertainment,833977,11517,984,1039
5,5,5,Entertainment,1284857,22052,788,0
7,7,7,Entertainment,4399506,95002,2020,0
1,1,1,Science & Technology,7938,430,9,42
8,8,8,Science & Technology,61475,2230,53,165
1,1,1,Entertainment,493621,6787,458,1465
14,14,14,Entertainment,2929814,37999,1507,5196
3,3,3,Gaming,89049,157,5,33
4,4,4,Film & Animation,35233,77,47,51
6,6,6,Music,3765264,406872,2441,33840
14,14,14,Comedy,534260,13806,1338,2419
8,8,8,Film & Animation,4126161,54797,3234,4451
9,9,9,Film & Animation,3064780,76492,3305,5766
2,2,2,Sports,368627,2021,538,654
2,2,2,People & Blogs,229332,30,629,214
2,2,2,Pets & Animals,1322782,47212,744,3738
7,7,7,Film & Animation,5605621,214818,4057,14384
15,15,15,Film & Animation,9001804,377623,7464,30707
25,25,25,Film & Animation,8300584,266267,4237,14617
9,9,9,Film & Animation,7999926,372667,8101,27913
16,16,16,Film & Animation,6106813,292251,5483,17562
2,2,2,People & Blogs,57581,2041,32,360
2,2,2,Howto & Style,68965,1701,30,294
13,13,13,Film & Animation,4376750,52381,3744,2881
13,13,13,Entertainment,602180,16398,138,338
10,10,10,Music,102012605,2376636,117196,134224
7,7,7,Music,183509,4702,185,265
2,2,2,Music,147193,5405,151,395
6,6,6,Music,149801,5575,127,320
6,6,6,Music,996503,25114,764,1467
6,6,6,Music,73525,2332,74,140
5,5,5,Comedy,77002,786,40,78
3,3,3,Entertainment,1078851,45117,885,4232
5,5,5,Education,660630,9499,198,565
3,3,3,Comedy,1029141,26448,990,3284
10,10,10,Entertainment,1397713,16471,3259,2266
4,4,4,Entertainment,1152451,3397,127,333
4,4,4,Entertainment,46701,250,12,26
7,7,7,Entertainment,488695,9240,316,920
6,6,6,Howto & Style,678631,28814,665,3091
6,6,6,Howto & Style,595836,43506,585,1747
13,13,13,Music,4513621,138227,3451,4666
6,6,6,Pets & Animals,164817,3475,57,389
6,6,6,Howto & Style,617910,36607,960,2437
11,11,11,Howto & Style,410257,16592,779,1112
16,16,16,Howto & Style,2977964,148945,4316,10715
10,10,10,People & Blogs,889056,62089,1061,4391
18,18,18,Pets & Animals,756331,30835,691,7429
2,2,2,Entertainment,2061448,5290,1861,546
8,8,8,Howto & Style,210223,7708,114,574
8,8,8,Autos & Vehicles,400237,9618,732,2447
14,14,14,Entertainment,3306586,70847,7339,11115
3,3,3,Howto & Style,22786,1349,25,221
8,8,8,Sports,215603,1051,339,907
3,3,3,Sports,285672,2370,521,2877
2,2,2,People & Blogs,55901,477,132,106
7,7,7,Comedy,1898228,134282,11435,32882
12,12,12,Entertainment,17404158,800784,10683,129289
6,6,6,Music,96082,5724,42,3117
4,4,4,Entertainment,124948,5933,50,640
10,10,10,People & Blogs,435462,22345,1150,1092
7,7,7,Music,827093,25503,707,2466
2,2,2,Music,5576,312,2,17
6,6,6,People & Blogs,262553,5869,302,749
8,8,8,Comedy,1969654,68591,2589,5108
9,9,9,Music,933283,30992,552,1224
9,9,9,People & Blogs,7935379,711348,6636,193355
2,2,2,Music,161456,4724,71,138
13,13,13,Comedy,659476,31672,2512,6049
3,3,3,Howto & Style,779056,37777,2370,5540
4,4,4,Entertainment,371401,22490,230,1137
2,2,2,Sports,252858,8754,157,339
15,15,15,Entertainment,14100194,122783,10980,18627
10,10,10,Comedy,24296,828,63,82
3,3,3,Entertainment,4880,2,4,1
4,4,4,People & Blogs,219662,13280,100,434
6,6,6,People & Blogs,178900,4152,578,1289
9,9,9,People & Blogs,4719807,164227,1764,9044
8,8,8,Entertainment,5420474,239789,10299,25161
5,5,5,Howto & Style,84450,4171,46,402
11,11,11,People & Blogs,369565,24977,182,3109
10,10,10,Howto & Style,896317,44009,943,4541
6,6,6,Pets & Animals,298322,9817,310,2000
14,14,14,Howto & Style,1006188,46829,710,9653
9,9,9,Howto & Style,215237,11154,334,1077
7,7,7,Howto & Style,246944,19564,356,1357
9,9,9,People & Blogs,79262,4383,155,927
13,13,13,Entertainment,7497772,290623,11083,31604
14,14,14,Howto & Style,650564,33920,1574,2953
12,12,12,Howto & Style,261520,19333,145,744
4,4,4,People & Blogs,27207,786,42,131
14,14,14,Howto & Style,890803,37169,609,4145
13,13,13,Howto & Style,1005865,38377,1829,2948
2,2,2,Howto & Style,261872,18057,266,1746
11,11,11,People & Blogs,275380,16196,215,1128
6,6,6,Howto & Style,611625,38391,1299,2225
5,5,5,Music,410483,45662,491,4339
